id,label
5154228376,112
5949330700,112
2996997833,112
12614892473,112
14913473254,112
5948823421,112
5949291084,112
34303374846,112
34303374086,112
5153619795,112
5153618657,112
5318518569,112
7557618158,112
5172124984,112
2996998619,112
6938886692,112
2759818311,112
7707692914,112
33533716053,112
8993542693,112
2759830635,112
3069111985,112
8177011508,114
4569377288,112
3120853021,112
3529714512,112
5949206650,112
23898188,112
2906624683,112
2760707610,112
3529712672,112
2463566744,112
7686954788,112
2373870288,112
2760690236,112
4378320516,112
16896004651,112
16709578930,112
7184461075,112
3530182493,112
6834771694,112
7393413980,112
3529709180,112
14612555636,112
2624488686,112
7039623527,112
2373877400,112
16274616614,112
3013566183,112
8400125112,57
1410283204,112
16871083846,112
6327589896,112
4029545192,112
16274614804,112
16709575750,112
7414355230,112
6035290259,112
6827903355,112
5998011930,112
1410282734,112
16896995425,112
2906790937,112
5596973465,112
8438338004,112
2787182453,112
3415496520,112
6326872613,112
4028779561,112
2645213089,112
16896995125,112
3528904349,112
4317886660,112
4081274520,112
16274613834,112
2462733393,112
3528899033,112
5949295982,112
8998215336,112
30007096026,89
8176857764,112
4378280216,112
4317127905,112
6327615546,112
6893528278,112
3030280446,112
5373941281,112
23898098,112
2812058716,112
4335542923,112
184531421,112
6327606948,112
4028794277,112
4100891395,112
8400217698,57
2463567820,112
5172124592,112
16709351508,112
184534064,112
8132182390,112
16689653407,112
6327579762,112
2759832417,112
16689658487,112
184533367,112
6829349006,112
184530477,112
2624488932,112
8972455368,112
184530901,112
16895768442,112
8450533941,112
16689655287,112
7290998106,112
5210611426,112
3684719154,112
2172411687,112
16709577320,112
5948726683,112
8400350492,56
3415518862,112
16366389162,112
757516297,112
4073646237,112
3415514298,112
16274618174,112
757516855,112
4055312348,112
2373018887,112
4378323916,112
16689651897,112
13091850075,112
2683537553,112
5640459681,112
5641029994,112
5660794460,112
3916613380,112
4029575426,112
4355094033,112
5949631777,112
2906770341,112
3438164290,112
4029536092,112
5314371696,112
5595576925,112
184531134,112
2222829956,112
8029381782,112
5970981809,112
3793628626,112
4200392111,112
8398982129,57
2906787391,112
8029376489,112
4279133015,112
15348181777,112
7290995706,112
8450532679,112
758370600,112
2140286622,112
5171445469,112
441175262,113
6206133386,113
4204736301,8
3981600913,113
3982361814,113
5155140037,113
4703104908,24
3948824465,113
4043688685,113
441165869,113
15242548272,113
4043689531,113
3949656192,113
6206150996,113
6206133020,113
32171967955,113
6206133672,113
5728439786,113
5810516856,113
447887456,113
5810521530,113
6084085255,113
5810521296,113
5809952545,113
5809953617,113
5816561425,113
5809955391,113
14817474018,113
5882580605,113
1297270939,113
5633569846,111
1297271539,113
1298136520,113
1298136138,113
6148434623,113
6148434431,113
6148985556,113
447887450,113
36227061225,113
6148986066,113
6148985750,113
5809951865,113
16131392166,114
2431720952,114
48758616283,114
1507341004,114
631880407,114
8925549648,114
2365484362,114
4656129628,114
4090725930,114
2502096467,114
2727270018,114
3297800125,114
3244450463,114
3095389515,114
13574264,114
42293109324,114
101218192,114
408666546,114
4351875471,114
2620879242,114
2620054225,114
3957257632,114
26121313,114
8243162733,114
31157249,114
4787148616,114
1961824571,114
2348978474,114
4438852406,114
2502884502,114
8530902179,114
2725955783,114
3154809137,114
4803552770,114
2058731196,114
2058708994,114
2057919613,114
2367209115,114
25907761,114
2057912469,114
2502057579,114
5634722571,114
4438852686,114
4787877120,114
1415007377,114
3532397944,114
2502054027,114
4418299120,114
2365482230,114
2365479044,114
3531576939,114
2365488610,114
1699362120,114
2364653875,114
4787142164,114
2726308210,114
4040656011,114
319295162,114
2890725841,114
5690511781,114
2227751546,114
95491525,114
4787130262,114
2502096105,114
4786514199,114
6748158229,114
2726310274,114
2726780390,114
4586508,114
7588808596,114
2891555702,114
7700903,114
4787139212,114
7167290,114
7699529,114
4586435,114
7700695,114
4787880342,114
2352481350,114
2246190470,114
457985247,51
2502095499,114
4438852062,114
2725482551,114
4786496819,114
3864019,114
161222949,114
377035696,112
143162740,114
7588844504,114
7588497972,114
4730501946,114
2348979812,114
101328706,114
8624041901,114
4787132626,114
7167340,114
84630746,114
2469133678,114
4786505253,114
15120103720,114
2246212080,114
2245458071,114
2245541092,114
2890723565,114
84630741,114
330452601,114
4587420,114
84630711,114
4787241989,114
6318395814,110
3128772639,110
4252504552,110
4251731093,110
4251732043,110
849408047,110
25598676463,76
4251734817,110
3129602556,110
8890084537,110
8361090044,110
8370367588,110
8370368202,110
8370373360,110
8369308257,110
8369305915,110
45508395425,110
8369306497,110
8369302615,110
3095213162,110
8370370624,110
8735667260,110
26918957760,76
361795127,110
4070083842,110
5581770799,10
5346538293,110
4252507203,110
2280877768,110
3094369727,110
5556297106,110
15476424070,110
7158954267,110
3094369503,110
3094369129,110
3094370001,110
3095209458,110
15662813652,110
3094371645,110
4227139283,110
3159361325,110
2936711338,110
159877768,110
3094368587,110
7502239508,77
3072662103,110
6740389845,73
48656084686,110
3094368305,110
3070244598,110
3069406305,110
3072662731,110
3069405609,110
4205542924,110
280239850,110
5556292850,110
3070242342,110
3069405065,110
472497819,110
5556297128,110
5556297132,110
5556297120,110
2933272332,110
2079821083,110
5587155276,94
5556297116,110
5556297124,110
50467845598,76
33280149886,10
32467093354,10
32148845330,110
22178581352,110
21911805985,110
22060182996,110
8360025903,110
8357109478,110
8458154920,110
22108922625,110
8361089574,110
2806180286,105
4086433767,110
8369307015,110
8370367960,110
8370369302,110
8369301261,110
8458157364,110
2933272272,110
3095210870,110
2936711256,110
3572417133,91
3573236968,75
3576499070,75
3573213866,75
3572433501,75
3575667263,75
3576466412,75
3575664817,75
3573227260,75
3572423423,75
3572425749,75
3575687655,75
3227827722,111
3575675753,75
3575702647,38
3576463782,75
3573221244,91
3576490266,75
3575683767,75
4421401861,29
4422167488,29
4422167102,29
4422167180,29
4445447840,75
5170010634,75
2300702874,26
3836523663,38
2977360773,26
4575084980,75
2978218514,26
3134157711,19
13115749364,103
3836232907,38
3134980278,19
3134160475,19
3134158975,19
11755458135,19
37364006130,63
3224356984,3
33384077415,23
484649469,111
2138325804,116
4869630474,4
1473569280,111
3129628066,19
5429329276,111
6952620321,68
3865957790,38
4730227518,19
14313795717,116
5429327760,111
25548186654,116
3813830976,19
683605829,26
5428724317,111
34493105631,77
3224357122,3
5428724979,111
1020110575,104
15116701429,111
909497369,111
4160155019,19
2138327574,116
3108945690,111
5301322865,19
14499072182,116
25880066520,116
5846635630,119
8815901195,19
6322045616,96
4853889619,45
7785794262,75
26060491382,116
7785788250,111
5659245657,63
5401719914,3
8742142822,60
26152956065,116
2414272709,19
34493106291,77
33343377126,85
103599253,111
4869639318,4
5670760511,111
4501955690,4
2952714792,29
3361338670,19
531381286,106
42620901041,106
41902541764,106
7297502362,32
23904083019,107
1243583268,107
8764294199,115
3271457329,107
46416354495,107
2209626193,107
12486392905,108
8176718464,108
6903723733,108
2271558961,108
931709790,108
2170392450,108
6247121179,108
6247118481,108
23385347925,108
3297120216,108
6247118753,108
6247119937,108
385937905,108
6247640034,108
6247640754,108
16578291796,108
16418429079,108
2350279707,108
16602327835,108
8692605178,108
5509313870,108
378838063,108
405984332,108
5651974056,108
33455462898,108
5509314606,108
8526838172,108
6571394627,108
405983357,108
5508716609,108
8630101766,108
405980409,78
5484818260,108
16558783846,108
3408250602,108
5313198835,108
42993866404,108
15962626284,108
3282728874,108
5313794100,108
343254597,108
8469038158,108
5429888651,108
2172672294,108
2350280205,78
16576348426,108
8469497358,108
14760213177,108
4506395969,108
2351113302,108
15980157344,108
16576354186,108
4612677082,108
3790480339,108
16130955017,108
3412701186,108
3192403300,108
12486391655,108
8368869216,108
5430495126,108
8469240739,108
2351113404,108
343254287,108
12486396295,108
8470336292,108
2350279405,108
12486517503,108
4507034476,108
5430494792,108
3282722098,108
16397553108,108
245414518,108
15962625764,108
4728568572,108
16398911739,108
23692760158,108
3412700864,46
2830006274,108
14760217827,108
8687569387,108
4439788236,108
3185587086,108
8107928085,108
12486394695,108
7641625560,108
14187635529,108
4209599904,91
3281904433,46
5697159644,108
26065887478,78
5313800914,108
5697159778,108
4439011637,108
4439011395,108
496995761,108
4642740685,108
44929211122,108
49972905843,108
23089512810,108
7962705702,108
22756995224,108
374907346,108
23089586860,46
354413993,108
4743456546,108
362011826,78
9540655005,108
362700455,78
362700697,78
5651412813,108
362700572,78
362700819,78
362700208,78
378838238,108
2169596147,108
8187870250,108
354423309,44
378839519,78
29400865264,108
385937199,78
362700317,78
3054175719,108
385938810,78
385938326,78
3803093162,108
385938593,78
385939024,78
12486516123,108
385938080,78
385937465,78
2247520483,108
5313201817,108
3131313419,108
8487296189,108
8487296175,108
14117802263,109
111431379,109
94030781,109
78062330,109
14117802163,109
14094613802,109
14098155964,109
8562928553,109
7385837306,109
15385903758,109
3224423265,109
15507317659,109
9008275554,23
5035325,109
85634297,109
120683295,109
94030773,109
94030731,109
8373829449,109
79432850,109
94030685,109
7000302102,109
74482078,109
94030764,109
74482156,109
78062298,109
107225910,109
8374104013,109
94030736,109
78063319,109
8375179108,109
8373667513,109
74481463,100
74803482,109
78062809,109
8374744214,109
74481897,109
78062755,109
8374738814,109
8373830595,109
74803694,109
96681532,109
74803601,109
107225742,109
111432029,109
96681496,109
8373647249,109
8373661141,109
8374726238,109
74803329,109
120683284,109
8373829577,109
79433166,109
74803564,109
504044397,109
74803448,109
111431942,109
78062219,109
80432557,109
8373660109,109
78062126,109
15780724401,109
8373650507,109
8373655121,109
8373669197,109
78062887,109
8373651683,109
8374728592,109
8374745138,109
8373648055,109
78062037,109
8374716412,109
8374742514,109
8373644627,109
2373186424,109
15597430357,109
2372344753,109
2373184002,109
484517103,109
504006214,109
504006398,109
8373643231,109
1184241664,109
8374710914,109
8373640269,109
1183387873,109
8374711994,109
504044269,109
8373641189,109
3083351886,109
3082515465,109
484483852,92
504006112,52
504044357,109
3082515051,109
3083351690,82
3082515625,100
2797448833,109
9230488567,109
13763234754,109
8744975620,109
19883927844,109
33946430743,109
34593470132,109
2286339755,109
21165481,109
128808996,100
144977839,109
34623654521,109
34370656430,109
33946433873,109
34370724020,109
34370728010,109
34593470702,109
33946393993,109
34623600171,23
34715319606,109
34370689510,109
21614600819,110
21810993811,110
21775368986,110
2148650904,110
21178790514,110
21613482440,110
10363211363,110
5157267082,110
21775367516,110
8711456822,103
8669910180,103
4906443338,103
8711450040,103
8646866264,103
1361233760,103
2553753853,103
2553753951,103
5320435003,103
4704578769,103
2553754051,103
441656338,103
3792758307,103
7335350820,19
4790447729,104
27669512367,21
6028315833,104
31121288998,21
6351832345,4
18259913695,104
34322460973,104
34287655384,104
5643798250,105
50260746782,105
46737123054,105
256340448,105
35387646650,105
49513182338,105
46184012785,105
50404024173,105
14369621504,105
4095708777,105
14370424365,105
14183794349,105
50411514683,105
14367211531,105
46580261244,105
2759917092,105
14367101861,105
5850166383,76
4680589570,105
46352654804,105
3040455580,105
14806303405,105
47086856252,105
3100468392,105
4781327942,105
4209419517,105
6289273682,105
9630388015,105
6826873327,105
3852821147,105
47086856232,105
46877957844,105
5966930307,105
31445285822,105
46877958134,105
8267017629,105
30598742414,105
2493689230,105
16606214667,105
6648555053,110
9571828714,105
7193523302,105
6163281477,105
20985015078,105
4936035881,105
4204684486,105
49189852947,105
6163208175,105
35387649190,105
2561994060,105
4679148965,105
1074015959,105
493308277,105
4679149365,105
1095379127,105
6117280560,105
3178031200,105
20030610222,58
23929182177,105
507512034,105
6163203473,105
40635773063,105
953359844,105
3852798825,105
14453268708,105
6014958766,105
40635771353,105
47549123952,105
40635770483,105
263180349,105
47549122262,105
47549122872,105
14367136521,105
14347369616,105
14184005247,105
3271731617,105
956867291,105
14183889230,105
14184004527,105
2983589606,105
48711916117,34
4415685276,105
48711757511,105
14609364236,105
6038422463,105
2665429850,105
188911519,105
7104742707,105
4978125146,105
2660557171,105
9648855187,105
927908978,105
23735596804,105
15045530254,105
9335561942,105
9648856285,105
40635770913,105
33427732558,105
30598739274,105
48070045173,105
485355240,105
40635773413,105
15663582271,105
5784033940,110
9329121863,105
2068231453,105
7874610718,105
2768770454,105
47045427832,105
5967484604,105
2327285528,105
40635774893,105
3267395273,105
5526161431,105
2647515502,105
2768770698,105
2366690204,105
34965622253,105
3203817087,105
3267394869,105
2768771350,105
4722617052,105
5967487036,105
2088785797,105
46352651594,105
1486689178,105
48070099747,105
5724772598,105
2327285260,105
47549123432,105
263180342,105
23929183627,105
40635774253,105
23929184447,105
263180347,105
4204991996,105
263180344,105
1485834381,105
6826130081,105
34965620363,105
2768769944,105
2767923703,105
46877957344,105
9652123414,105
3268219300,105
953973596,105
9329198097,58
4595654452,105
47086857102,105
47139124631,105
3178031678,105
313054529,105
2459404107,105
47139125091,105
47139124201,105
40635772033,105
47549124672,105
2768771036,105
47086856792,105
33583966088,105
2273669698,105
2540933125,105
953738954,105
2460240888,105
48002913162,105
46877957164,105
2767924233,105
50629839988,105
31384072496,105
46737123434,105
35387651350,105
953738800,105
19440226211,105
40635775353,105
48002914711,105
1843426548,105
48070099252,105
40635772703,105
48069993231,105
48002912142,105
40635774563,105
47303545431,105
389396611,105
2086274783,105
4293888153,105
48070099372,105
47549125932,105
9569042937,105
5751377056,105
9571911776,105
46184012695,105
5911573304,105
263182713,105
4595039523,105
4833902049,105
19478025826,105
48002907787,34
48069994241,105
23736972063,20
48002913216,105
46580263844,105
49576125017,105
50629841258,105
33427732968,105
4595039343,105
48002911657,105
35382621546,64
32967925672,20
31120019856,20
34161351930,64
4412711097,64
32647670405,64
35382620116,64
35382614176,64
43399539,3
4668381049,64
24855416187,64
35382616496,64
4669001046,64
24855412457,64
39015675284,64
39724865621,64
48588010831,64
24227701641,64
33096928001,64
282803108,64
43327283554,64
14501663867,64
14721552473,64
5951100347,64
14505433548,64
29108945007,64
282803709,64
29108940877,64
4781567406,64
40579346321,64
282803169,64
7435966406,48
15116925667,106
15116892368,106
4953784850,106
3963623405,106
4953228461,106
4953196217,106
4953242911,106
4953802972,106
4953246491,106
4953236597,106
4953811330,106
4953665302,106
4953185819,106
4953667884,106
4953181459,106
4953796934,106
4953250215,106
4953214505,106
4953189749,106
4953830686,106
4953202653,106
3441975883,106
3497952937,106
3475773413,106
6231430096,77
7993645925,106
4953823736,106
13114032145,48
35250407516,106
531381278,106
35250409126,106
11657477235,106
531381280,106
6107489025,63
6637811547,63
3303596065,63
331662452,63
6141869825,63
6637816069,63
16676809242,63
6637810317,63
32824494291,63
6637815777,63
2232295021,63
8420730489,63
1162904388,63
77704691,63
963389642,63
5869325492,63
347706623,63
6637811751,63
6637812687,63
6637812289,63
78159482,63
521492051,63
16651887126,63
2558266415,27
331662503,63
77719178,63
347706613,63
6637812513,63
6637809539,63
16490237678,63
6637811341,63
442513651,63
266327459,63
266326946,63
77719282,63
16470549717,63
521491957,63
16677805535,63
266327206,63
266327127,63
266327031,63
266327279,63
442513727,63
77719159,63
77704707,63
78159451,63
1248704323,63
347716183,63
77719268,63
17786700682,63
2946011860,63
5794739921,63
78159489,63
2945147555,63
77719246,63
3062034439,63
266327535,63
4460110581,29
20295821824,95
50897690161,63
27362063633,63
1291438525,63
32294061904,63
32961535696,63
77719141,63
77719206,63
77719153,63
13154379503,63
4826212514,63
7144248593,63
15592286543,63
20574727480,95
77715716,63
13154278535,63
16490404620,63
174714815,63
174714816,63
33915416343,63
11024985334,63
16491694289,63
4585714771,63
89358917,63
89358931,63
77715610,63
482660781,63
89359259,63
2905342379,63
346612049,63
2668525433,63
89358852,63
77736649,63
77715702,63
5499115202,63
77736574,63
89358855,63
89358898,63
8171645014,63
8171643418,63
77715682,63
8171647198,63
89358819,63
89358873,63
77736704,63
4259320508,63
77736661,63
2751524220,63
8171617241,63
4258565913,63
77715573,63
4585716387,63
4259320732,63
77715664,63
85762743,63
8171645878,46
2577332726,46
89358860,63
77736680,63
89358840,63
21857647250,63
22055747341,63
23201334902,63
9083921,63
2668523917,63
2946012116,63
77736552,63
89358844,63
85762755,63
89358805,63
77715555,63
77736541,63
433461366,63
8171641558,63
22033461132,63
22019591596,63
16121315113,63
15046064,27
6828432041,63
4125456472,63
6237187481,63
2558278618,95
16490394840,63
3136427819,63
4653362843,63
996355787,63
2343506773,63
212589826,63
340634608,110
472101381,26
4052253796,102
32797283831,17
426579716,97
370389794,110
1310438861,119
46297376785,109
2064287946,96
2231602241,119
340632448,110
426586335,20
46297375545,109
166193713,102
2470990522,119
5918300335,6
5008942594,6
2828848526,6
6182779710,119
44467848,102
253966398,26
484866166,119
4919753211,103
3439897753,103
4906438912,103
4905849167,103
4905849279,103
4906439460,103
4906438446,103
8744334391,103
8745493946,103
8745466316,103
3741167351,103
2139475724,103
8744338581,103
3440712350,68
4961488952,103
4905849133,103
4825072524,103
8744371707,103
4906438246,103
4906443418,103
4905849199,103
4906438414,103
4905850057,103
3123254741,103
4905850085,103
4906438946,103
4905849831,103
4905849561,103
4906438830,103
4905850025,103
2920162251,103
2921008340,103
4211730628,103
4210965323,103
4211731362,103
4211729392,103
4211725860,103
4286686403,103
4210962641,103
4211733224,103
4210969495,103
4211725584,103
4210965167,103
4211732444,103
4210968997,103
4210970425,103
4211727988,103
4211731816,103
4210967173,103
2921008976,103
4211730256,103
4210963641,103
4211742626,103
4211731704,103
4210967751,103
4211726802,103
4210969267,103
3740323786,103
2921009300,103
3095345211,103
4090987939,103
2920164627,103
2920167641,103
2921008486,103
2920164531,103
3984966250,103
3984966934,103
3568853742,103
4482068745,103
3497310347,103
9053388706,103
9703665395,103
3568855156,103
8236928154,103
8236926398,103
4524688187,103
441656342,103
8710350307,103
8744341537,103
441656328,103
4920355096,103
3741166985,103
441656340,103
5221602469,103
4906438028,103
50313827556,62
50313828346,62
123641586,62
24234228055,62
23660041174,62
85067644,62
4609660640,62
47331268901,62
33455439248,62
102105684,62
6814957067,62
6814957027,62
27495866,62
102105683,62
4984109341,62
2381920650,62
1465154465,62
4917470345,62
4609054301,62
85067640,62
27495867,62
750450782,62
4918071638,62
2882878077,62
4959619635,62
10906316803,62
8466071753,62
27362079,62
20479858086,62
2366660944,62
1196494438,62
27495868,62
4429864205,62
125516947,62
124121009,62
20504149665,62
4430633852,62
20317655689,62
2833484254,62
7575033776,62
10906019395,62
10906308853,62
5301797854,62
4582105039,62
10906140024,62
10906154034,62
4303846243,62
16142217037,62
4582734514,62
590807690,62
590397859,62
590389783,62
125517131,62
590755438,62
4573885143,62
15620853296,62
5794270123,62
15645393962,62
590449487,62
6038810680,62
590764294,62
4487707822,62
4964612193,62
590720962,62
15458583847,62
4429865437,62
5170298746,62
8176697045,62
2980698674,62
4328177367,62
4728316989,62
395669773,62
3020861654,62
4463786038,62
4383552932,62
4195124399,87
14631196507,62
395723835,62
395728634,62
395727664,62
4881326663,62
4429866625,62
2833481398,62
4530438143,62
590421943,62
2832647753,62
395671715,62
395668758,62
395729593,62
128685589,99
128686202,99
2833478064,62
395670613,62
3866830274,62
4573885295,62
3166393287,80
2980692206,62
2980800022,62
4898976399,62
6786280320,62
2980833988,62
9623066904,62
5794267183,62
9619813027,62
9619805135,62
1332717303,62
3063473944,62
9623042330,62
9623022604,62
9623008192,62
9623007436,62
9619810693,62
9623135246,62
9619808565,62
9623067888,62
4984675814,62
466171339,62
8176729442,62
128686479,62
14383220723,62
8109971394,62
5092272686,62
14176411038,62
8176728324,62
14383221223,62
4678883841,62
3281232531,62
2704443115,62
40950603,62
51946144,62
48065317878,62
21982649,62
282464165,62
2722688739,62
23736321243,62
2797596121,62
85207754,62
40950604,62
14339938586,62
36330121,62
6066482565,87
24067562740,62
6200905203,87
1465998492,80
6200904837,87
6200905429,87
24000642826,71
4234258702,101
309772534,101
39272987781,43
3386443596,71
3308118268,101
33047610861,101
33133589176,101
32330025674,101
32359856213,101
33018748742,101
32330039764,101
33175272475,101
33047615831,101
4225782965,101
32525660168,43
32525660238,43
45674349064,43
2226474087,43
31671352378,43
163984397,63
8835416363,101
20512073141,71
22062153610,63
6637810605,63
500620802,63
34102509735,63
6637809119,63
6637809853,63
6637813069,63
6637811131,63
6637810099,63
3761312530,63
6646306779,63
20750102698,63
442513645,63
6788386671,63
145527509,63
16677808475,63
3641054784,63
6610171131,63
347716196,63
77704697,63
521491691,63
347706618,63
77681154,63
3304425246,63
1162048901,63
2992644883,99
3075773896,99
8212916684,99
9048495450,99
2531040381,99
255809078,99
255810564,99
49270824013,99
3075774862,99
2464279235,99
2465107634,99
3074941225,99
255809081,99
2465109578,99
2198782742,99
2176182961,99
279180974,99
3075776710,99
3074935225,99
8211830475,99
8212919068,99
3074943093,99
3074944247,99
8212918024,99
8211829097,99
241964477,99
2932205456,99
255810566,99
31777466641,99
36767497691,99
9046260505,99
2619012108,99
2618180583,99
38940476955,99
31676499822,99
34957985220,99
2618984672,99
2618251191,99
2618150439,99
30621484954,99
34871737882,99
30168530796,99
31323559054,99
35893678495,99
41570471612,99
34575553940,99
29525147811,99
16230063556,99
2618241453,99
35178310432,99
859376811,99
2618194065,99
2618170223,99
2618155145,99
43760883262,99
53907018,99
44763442765,99
33600692974,99
17006446080,99
13839041395,99
92671404,99
28670349030,99
2618222187,99
37552544316,99
34519441722,99
25470717387,99
5694364415,61
5694364429,61
5694364427,61
8350872339,41
19851487142,100
15427204406,100
6562426339,100
39202931424,100
43293863672,70
3281242611,100
3359214266,100
28010632609,100
3034679813,100
3035373210,100
3035369024,100
3034677965,100
3034537453,100
3034676381,100
3035784862,100
3035788496,100
3034973411,100
3034946037,100
7056819481,109
3035371490,100
3035527214,100
49352104201,100
39357184275,100
434918628,73
7056813879,109
49660034836,100
6178395507,61
36188484473,100
24547738357,100
2962694391,100
2963538008,100
3034527993,100
9687842807,100
49659922612,100
49616334012,100
49616334757,100
49616334797,100
2963536374,100
2962690767,100
2963533590,100
24547738327,100
33892615386,100
7706548708,100
5228323588,100
26567474046,100
6018596607,100
5409864784,70
5028273063,100
8406364197,100
32209171611,100
4462352430,100
4679816774,70
49615561418,100
50802349792,100
9687821719,100
781467066,100
3431957443,70
38081437514,109
5541560679,100
9484101102,100
50357261786,100
5156097769,0
447180985,100
9237079990,40
4223596999,100
5456153735,100
2701185593,100
121513202,100
6594134507,100
1527415617,100
5156112427,0
6206547980,70
2488202755,100
5156705700,0
5456748626,100
5156717776,0
8123290341,100
1860012717,100
6206032989,100
5156711098,0
4765431795,100
2036448836,100
3532360088,100
5159941438,0
12242438,100
35543070631,100
23946411156,100
12239196,100
2149740259,100
3035029693,100
5159454587,100
5156092967,0
50812784391,100
3035810542,100
2775822091,70
3035863988,100
5152932032,0
4369334158,70
3317299677,100
5039657550,100
6560093745,100
8406383177,100
3373026606,70
5156105113,0
3432773498,70
5152921256,0
5604179227,0
6301319878,100
